DirPath,File,Method,PyPDF2_Score,OCR_Score,Final_Score,Output_Path
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/اسپری بینی بودزوناید,اسپری بینی بودزوناید-17 دی.pdf,PyPDF2 (no OCR),0.7138,0.0,0.7138,/content/drive/MyDrive/Base Model Farsi/Output Texts/اسپری بینی بودزوناید-17 دی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/پوساکونازول,پوساکونازول.pdf,PyPDF2 (no OCR),0.7856,0.0,0.7856,/content/drive/MyDrive/Base Model Farsi/Output Texts/پوساکونازول.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/آهن زدایی نهایی به همراه راهنمای تجویز داروها,آهن زدایی نهایی به همراه راهنمای تجویز داروها.pdf,PyPDF2 (no OCR),0.7868,0.0,0.7868,/content/drive/MyDrive/Base Model Farsi/Output Texts/آهن زدایی نهایی به همراه راهنمای تجویز داروها.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/پوساکونازول,نامه ابلاغ (پوساکونازول).pdf,"PyPDF2 (better, OCR worse)",0.5228,0.5082,0.5228,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ (پوساکونازول).txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داروی تاکرولیموس,داروی تاکرولیموس.pdf,PyPDF2 (no OCR),0.7919,0.0,0.7919,/content/drive/MyDrive/Base Model Farsi/Output Texts/داروی تاکرولیموس.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داروی تاکرولیموس,نامه ابلاغ تاکرولیموس.pdf,"PyPDF2 (better, OCR worse)",0.5284,0.4999,0.5284,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ تاکرولیموس.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/بودزوناید استنشاقی,بودزوناید استنشاقی.pdf,PyPDF2 (no OCR),0.7001,0.0,0.7001,/content/drive/MyDrive/Base Model Farsi/Output Texts/بودزوناید استنشاقی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/تموسیلین,راهنمای تجویز داروی تموسیلین.pdf,PyPDF2 (no OCR),0.6543,0.0,0.6543,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای تجویز داروی تموسیلین.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/بودزوناید استنشاقی,نامه ابلاغ (بودزوناید استنشاقی).pdf,"PyPDF2 (better, OCR worse)",0.5214,0.5047,0.5214,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ (بودزوناید استنشاقی).txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/rATG,ATG نامه.pdf,PyPDF2 (no OCR),0.7847,0.0,0.7847,/content/drive/MyDrive/Base Model Farsi/Output Texts/ATG نامه.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/تموسیلین,نامه تموسیلین.pdf,"PyPDF2 (better, OCR worse)",0.5127,0.4897,0.5127,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه تموسیلین.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/اوولوکومب,اوولوکومب.pdf,PyPDF2 (no OCR),0.7872,0.0,0.7872,/content/drive/MyDrive/Base Model Farsi/Output Texts/اوولوکومب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/اوولوکومب,اولوکومب.pdf,PyPDF2 (no OCR),0.6635,0.0,0.6635,/content/drive/MyDrive/Base Model Farsi/Output Texts/اولوکومب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/کارگلومیک,نامه کارگلومیک.pdf,PyPDF2 (no OCR),0.7874,0.0,0.7874,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه کارگلومیک.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/کارگلومیک,کارگلومیک اس.pdf,"PyPDF2 (better, OCR worse)",0.5127,0.4819,0.5127,/content/drive/MyDrive/Base Model Farsi/Output Texts/کارگلومیک اس.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/پیموزاید (1),نامه ابلاغ پیموزاید.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ پیموزاید.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/پیموزاید (1),8 آبان.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/8 آبان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/تریمیپرامین,24 بهمن.pdf,PyPDF2 (no OCR),0.7254,0.0,0.7254,/content/drive/MyDrive/Base Model Farsi/Output Texts/24 بهمن.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/تریمیپرامین,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/تنکتپلاز OFF LABEL,30 بهمن.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/30 بهمن.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/تنکتپلاز OFF LABEL,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/لیپوزومال دوکسوروبیسین,لیپوزومال دوکسوروبیسین.pdf,OCR (better),0.2726,0.6124,0.6124,/content/drive/MyDrive/Base Model Farsi/Output Texts/لیپوزومال دوکسوروبیسین.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/rATG,rATG.pdf,OCR (better),0.4051,0.6847,0.6847,/content/drive/MyDrive/Base Model Farsi/Output Texts/rATG.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/کاربتوسین,کربتوسین.pdf,"PyPDF2 (better, OCR worse)",0.5204,0.496,0.5204,/content/drive/MyDrive/Base Model Farsi/Output Texts/کربتوسین.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/اوزانیمود,نامه ابلاغ اوزانیمود.pdf,OCR (better),0.0,0.491,0.491,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ اوزانیمود.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/کاربتوسین,کاربتوسین- 16 م.pdf,"PyPDF2 (better, OCR worse)",0.5873,0.565,0.5873,/content/drive/MyDrive/Base Model Farsi/Output Texts/کاربتوسین- 16 م.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/توسیلیزوماب,نامه توسیلیزوماب.pdf,PyPDF2 (no OCR),0.7846,0.0,0.7846,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه توسیلیزوماب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/اوزانیمود,فایل ابلاغ اوزانیمود.pdf,"PyPDF2 (better, OCR worse)",0.5358,0.5058,0.5358,/content/drive/MyDrive/Base Model Farsi/Output Texts/فایل ابلاغ اوزانیمود.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/توسیلیزوماب,توسیلیزوماب.pdf,"PyPDF2 (better, OCR worse)",0.527,0.5023,0.527,/content/drive/MyDrive/Base Model Farsi/Output Texts/توسیلیزوماب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/پریفنیدون,pirfenidon.pdf,"PyPDF2 (better, OCR worse)",0.5202,0.4625,0.5202,/content/drive/MyDrive/Base Model Farsi/Output Texts/pirfenidon.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/بیکالوتامید,6 تیر.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/6 تیر.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/هیدرالازین_1,نامه ابلاغ هیدرالازین.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ هیدرالازین.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/هیدرالازین_1,9آبان.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/9آبان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/سفتریاکسون,نامه ابلاغ سفتریاکسون.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ سفتریاکسون.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/سفتریاکسون,8 آبان.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/8 آبان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/بیکالوتامید,نامه ابلاغ بیکالوتامید.pdf,"PyPDF2 (better, OCR worse)",0.5206,0.5048,0.5206,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ بیکالوتامید.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/پانیتومومب,نامه پانیتومومب.pdf,PyPDF2 (no OCR),0.7847,0.0,0.7847,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه پانیتومومب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/پانیتومومب,راهنمای تجویز داروی پانیتومومب.pdf,OCR (better),0.1444,0.5657,0.5657,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای تجویز داروی پانیتومومب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/التپلاز,آلپلاز.pdf,PyPDF2 (no OCR),0.7874,0.0,0.7874,/content/drive/MyDrive/Base Model Farsi/Output Texts/آلپلاز.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/التپلاز,آلتپلاز.pdf,PyPDF2 (no OCR),0.7889,0.0,0.7889,/content/drive/MyDrive/Base Model Farsi/Output Texts/آلتپلاز.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داپسون,نامه ابلاغ (راهنمای تجویز داپسون).pdf,"PyPDF2 (better, OCR worse)",0.5219,0.5007,0.5219,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ (راهنمای تجویز داپسون).txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داپسون,داپسون.pdf,PyPDF2 (no OCR),0.765,0.0,0.765,/content/drive/MyDrive/Base Model Farsi/Output Texts/داپسون.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/ATG_1,ATG .pdf,OCR (better),0.0721,0.6845,0.6845,/content/drive/MyDrive/Base Model Farsi/Output Texts/ATG .txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/راهنمای تجویز داروی سدیم تیوسولفات,راهنمای تجویز داروی سدیم تیوسولفات.pdf,PyPDF2 (no OCR),0.7732,0.0,0.7732,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای تجویز داروی سدیم تیوسولفات.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/راهنمای تجویز داروی سدیم تیوسولفات,نامه ابلاغ داروی سدیم تیوسولفات.pdf,"PyPDF2 (better, OCR worse)",0.5225,0.4934,0.5225,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ داروی سدیم تیوسولفات.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/دارابین,راهنمای تجویز داروی فلو دارابین فایل پیوست.pdf,PyPDF2 (no OCR),0.737,0.0,0.737,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای تجویز داروی فلو دارابین فایل پیوست.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/انوکسا,انوکسا.pdf,PyPDF2 (no OCR),0.787,0.0,0.787,/content/drive/MyDrive/Base Model Farsi/Output Texts/انوکسا.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/دارابین,راهنمای تجویز داروی فلو دارابین نامه ابلاغ.pdf,"PyPDF2 (better, OCR worse)",0.5206,0.5073,0.5206,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای تجویز داروی فلو دارابین نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/انوکسا,_پیوست2-فرم ترومبوآمبولی.pdf,"PyPDF2 (better, OCR worse)",0.5291,0.4777,0.5291,/content/drive/MyDrive/Base Model Farsi/Output Texts/_پیوست2-فرم ترومبوآمبولی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/انوکسا,_پیوست1-راهنمای ارزیابی خطر ترومبوآمبولی وریدی در بارداری و پس از زایمان.pdf,"PyPDF2 (better, OCR worse)",0.5713,0.5638,0.5713,/content/drive/MyDrive/Base Model Farsi/Output Texts/_پیوست1-راهنمای ارزیابی خطر ترومبوآمبولی وریدی در بارداری و پس از زایمان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/انوکسا,_راهنمای استفاده از فرم کنترل مادر پرخطر.pdf,"PyPDF2 (better, OCR worse)",0.5397,0.5249,0.5397,/content/drive/MyDrive/Base Model Farsi/Output Texts/_راهنمای استفاده از فرم کنترل مادر پرخطر.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/بواسیزومب OFF LABEL,بواسیزومب Off label.pdf,"PyPDF2 (better, OCR worse)",0.5242,0.5082,0.5242,/content/drive/MyDrive/Base Model Farsi/Output Texts/بواسیزومب Off label.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/بواسیزومب OFF LABEL,بواسیزوماب OFF LABEL.pdf,"PyPDF2 (better, OCR worse)",0.5928,0.5836,0.5928,/content/drive/MyDrive/Base Model Farsi/Output Texts/بواسیزوماب OFF LABEL.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داروهای بیولوژیک,نامه.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/انوکسا,نسخه سوم انوکساپارین- نهایی.pdf,OCR (better),0.5151,0.7499,0.7499,/content/drive/MyDrive/Base Model Farsi/Output Texts/نسخه سوم انوکساپارین- نهایی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/فولو,فولوسترانت نامه.pdf,PyPDF2 (no OCR),0.7874,0.0,0.7874,/content/drive/MyDrive/Base Model Farsi/Output Texts/فولوسترانت نامه.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/فولو,نهایی فولو جهت ابلاغ.pdf,OCR (better),0.3234,0.503,0.503,/content/drive/MyDrive/Base Model Farsi/Output Texts/نهایی فولو جهت ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/راهنمای تجویز داروی برنتوکسی ماب,نامه ابلاغ داروی برنتوکسی ماب.pdf,"PyPDF2 (better, OCR worse)",0.5202,0.4922,0.5202,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ داروی برنتوکسی ماب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/راهنمای تجویز داروی برنتوکسی ماب,راهنمای تجویز داروی برنتوکسی ماب.pdf,"PyPDF2 (better, OCR worse)",0.5817,0.5445,0.5817,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای تجویز داروی برنتوکسی ماب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/ابلاغ اتزولیزوماب,نامه ابلاغ آتزولیزوماب.pdf,"PyPDF2 (better, OCR worse)",0.5206,0.5046,0.5206,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ آتزولیزوماب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/ابلاغ اتزولیزوماب,اتزولیزوماب.pdf,OCR (better),0.5238,0.5453,0.5453,/content/drive/MyDrive/Base Model Farsi/Output Texts/اتزولیزوماب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/وریکونازول,نامه ابلاغ وریکونازول.pdf,"PyPDF2 (better, OCR worse)",0.5254,0.5103,0.5254,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ وریکونازول.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/وریکونازول,وریکونازول.pdf,PyPDF2 (no OCR),0.7887,0.0,0.7887,/content/drive/MyDrive/Base Model Farsi/Output Texts/وریکونازول.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/راهنمای تجویز داروی سرترالین,نامه ابلاغ داروی سرترالین.pdf,"PyPDF2 (better, OCR worse)",0.522,0.5039,0.522,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ داروی سرترالین.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/راهنمای تجویز داروی سرترالین,راهنمای تجویز داروی سرترالین.pdf,PyPDF2 (no OCR),0.7802,0.0,0.7802,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای تجویز داروی سرترالین.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/جفیتینیب,جفیتینیب.pdf,PyPDF2 (no OCR),0.7872,0.0,0.7872,/content/drive/MyDrive/Base Model Farsi/Output Texts/جفیتینیب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/تری پاراتاید,تری پاراتاید نسخه دوم.pdf,PyPDF2 (no OCR),0.7872,0.0,0.7872,/content/drive/MyDrive/Base Model Farsi/Output Texts/تری پاراتاید نسخه دوم.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/تری پاراتاید,تری پاراتاید.pdf,OCR (better),0.5115,0.6043,0.6043,/content/drive/MyDrive/Base Model Farsi/Output Texts/تری پاراتاید.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/لووکارنیتین_1,ال کارنیتین راهنمای تجویز.pdf,"PyPDF2 (better, OCR worse)",0.5158,0.4707,0.5158,/content/drive/MyDrive/Base Model Farsi/Output Texts/ال کارنیتین راهنمای تجویز.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/لووکارنیتین_1,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/توفاسینیب,راهنمای تجویز داروی توفا سیتینیب off-lable نامه ابلاغ.pdf,"PyPDF2 (better, OCR worse)",0.523,0.5091,0.523,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای تجویز داروی توفا سیتینیب off-lable نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داروهای بیولوژیک,داروهای بیولوژیک.pdf,OCR (better),0.0,0.7463,0.7463,/content/drive/MyDrive/Base Model Farsi/Output Texts/داروهای بیولوژیک.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/بواستیزومب,نامه بواسیزو.pdf,PyPDF2 (no OCR),0.7847,0.0,0.7847,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه بواسیزو.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/توفاسینیب,راهنمای تجویز داروی توفا سیتینیب فایل پیوست  off-lable.pdf,OCR (better),0.0208,0.7469,0.7469,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای تجویز داروی توفا سیتینیب فایل پیوست  off-lable.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/راهنمای تجویز انسولین ترکیبی,انسولین ترکیبی 30 بهمن.pdf,"PyPDF2 (better, OCR worse)",0.5406,0.5053,0.5406,/content/drive/MyDrive/Base Model Farsi/Output Texts/انسولین ترکیبی 30 بهمن.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/راهنمای تجویز انسولین ترکیبی,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/راهنمای تجویز داروی آتورواستاتین,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/راهنمای تجویز داروی آتورواستاتین,راهنمای تجویز داروی آترواستاتین.pdf,PyPDF2 (no OCR),0.7838,0.0,0.7838,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای تجویز داروی آترواستاتین.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/راهنمای تحویز داروی بوسپیرون,نامه ابلاغ داروی بوسپیرون.pdf,"PyPDF2 (better, OCR worse)",0.522,0.5027,0.522,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ داروی بوسپیرون.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/راهنمای تحویز داروی بوسپیرون,راهنمای تجویز داروی بوسپیرون.pdf,PyPDF2 (no OCR),0.7856,0.0,0.7856,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای تجویز داروی بوسپیرون.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/ریسپیریدون,ریسپیریدون.pdf,"PyPDF2 (better, OCR worse)",0.5215,0.5054,0.5215,/content/drive/MyDrive/Base Model Farsi/Output Texts/ریسپیریدون.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/ریسپیریدون,ریسپریدون -19 م.pdf,PyPDF2 (no OCR),0.7238,0.0,0.7238,/content/drive/MyDrive/Base Model Farsi/Output Texts/ریسپریدون -19 م.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/کواموکسی کلاو_1,29 بهمن.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/29 بهمن.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/کواموکسی کلاو_1,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/لوتیراستام,لوتیراستام.pdf,"PyPDF2 (better, OCR worse)",0.5217,0.4976,0.5217,/content/drive/MyDrive/Base Model Farsi/Output Texts/لوتیراستام.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/بواستیزومب,راهنمای تجویز بواسیزوماب.pdf,OCR (better),0.4759,0.7681,0.7681,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای تجویز بواسیزوماب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/پرتوزومب,29 بهمن.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/29 بهمن.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/پرتوزومب,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داروی سانیتینیب,نامه ابلاغ سانیتینیب.pdf,"PyPDF2 (better, OCR worse)",0.5257,0.5094,0.5257,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ سانیتینیب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/لوتیراستام,لوتیراستام-16 مهر.pdf,"PyPDF2 (better, OCR worse)",0.5978,0.5935,0.5978,/content/drive/MyDrive/Base Model Farsi/Output Texts/لوتیراستام-16 مهر.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داروی سانیتینیب,داروی سانیتینیب.pdf,"PyPDF2 (better, OCR worse)",0.5564,0.5294,0.5564,/content/drive/MyDrive/Base Model Farsi/Output Texts/داروی سانیتینیب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داروی سیرولیموس,داروی سیرولیموس.pdf,PyPDF2 (no OCR),0.7879,0.0,0.7879,/content/drive/MyDrive/Base Model Farsi/Output Texts/داروی سیرولیموس.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داروی سیرولیموس,نامه ابلاغ سیرولیموس.pdf,"PyPDF2 (better, OCR worse)",0.5255,0.5092,0.5255,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ سیرولیموس.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/دارو سفتازیدیم اوی باکتام,12 آبان.pdf,PyPDF2 (no OCR),0.761,0.0,0.761,/content/drive/MyDrive/Base Model Farsi/Output Texts/12 آبان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/دارو سفتازیدیم اوی باکتام,نامه ابلاغ سفتازیدیم اوی باکتام.pdf,"PyPDF2 (better, OCR worse)",0.5276,0.5003,0.5276,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ سفتازیدیم اوی باکتام.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/دیالیز صفاقی,دیالیز صفاقی 1.pdf,PyPDF2 (no OCR),0.7904,0.0,0.7904,/content/drive/MyDrive/Base Model Farsi/Output Texts/دیالیز صفاقی 1.txt
